name,federation,sex,title_fide,fide_id,rating_fide,chesscom_username,chesscom_title,chesscom_rating_blitz,chesscom_rating_rapid,chesscom_rating_bullet,lichess_username,lichess_title,lichess_rating_blitz,lichess_rating_rapid,lichess_rating_bullet
"Agmanov, Zhandos",KAZ,M,IM,13708309.0,2471.0,inneremptiness,IM,2902.0,2400.0,2907.0,brokeneveryday,IM,2765.0,1500.0,3069.0
"Agnelo, Amorim",ANG,M,IM,10100180.0,2068.0,,,,,,,,,,
"Agopov, Mikael",FIN,M,IM,501840.0,2416.0,,,,,,,,,,
"Agostinho, Tito Andre Quiela",ANG,M,CM,10100571.0,2048.0,,,,,,,,,,
"Agrawal, Kiran",IND,F,WFM,5001048.0,2026.0,agrawalkiran,WFM,,2132.0,,,,,,
Agreda Camilo alejandro,ESA,M,CM,6707106.0,2024.0,,,,,,,,,,
"Agrest, Evgenij",SWE,M,GM,1705024.0,2553.0,etserga,GM,2504.0,2372.0,,,,,,
"Agrest, Inna",SWE,F,WIM,1708830.0,2287.0,iagrest,WIM,2381.0,2302.0,2198.0,,,,,
"Agrest, Svetlana",SWE,F,WIM,1705032.0,2177.0,,,,,,,,,,
"Aguado Doncel, Pablo Luis",ESP,M,FM,24538256.0,2250.0,,,,,,,,,,
"Agudelo Pineres, Oscar Marino",COL,M,CM,4443578.0,1913.0,,,,,,,,,,
"Agudelo, Antonio",COL,M,FM,4400062.0,2204.0,,,,,,,,,,
"Agudelo, Pedro Luis",COL,M,CM,4427564.0,1966.0,,,,,,,,,,
"Aguera Naredo, Javier",ESP,M,IM,2204169.0,2286.0,,,,,,,,,,
"Aguero Jimenez, Luis Lazaro",CUB,M,GM,3508455.0,2478.0,poseidon5191,GM,2706.0,,2534.0,,,,,
"Aguettaz, Maxime",FRA,M,IM,617636.0,2402.0,,,,,,,,,,
"Aguiar, Cristiano",ANG,M,FM,10100911.0,2162.0,,,,,,,,,,
"Aguila, Gustavo",ARG,M,FM,101044.0,2156.0,,,,,,,,,,
"Aguilar Austria, Silja",MEX,F,WCM,5115558.0,1842.0,,,,,,,,,,
"Aguilar Oblitas, Yadhira",PER,F,WCM,3829316.0,1804.0,,,,,,,,,,
"Aguilar, Andres",ARG,M,FM,113514.0,2248.0,burritus,FM,2413.0,,1999.0,,,,,
"Aguilar, Juan",PER,M,FM,3800091.0,2254.0,,,,,,,,,,
"Aguilar, Luis Miguel",BOL,M,FM,3303187.0,2195.0,,,,,,,,,,
"Aguilar, Pedro",BOL,M,CM,3300650.0,1862.0,,,,,,,,,,
"Aguilera Rodriguez, Alfredo R.",CUB,M,FM,3512991.0,2348.0,alfredoaguilera3000,FM,2509.0,2486.0,2424.0,,,,,
"Aguirre Burgos,Flavio Jose",ECU,M,CM,3632644.0,1922.0,,,,,,,,,,
"Aguirre Contreras, Cristian",CHI,M,FM,3412776.0,2177.0,,,,,,,,,,
"Agulhas, Keegan",RSA,M,FM,14309580.0,1939.0,,,,,,,,,,
"Agulhas, Tiffany",RSA,F,WCM,14307294.0,1768.0,,,,,,,,,,
"Agusto, Obafunmilayo",NGR,M,FM,8500010.0,2148.0,,,,,,,,,,
"Agustsson, Johannes",ISL,M,FM,2300230.0,2315.0,,,,,,,,,,
"Ah-Kye, Benitot Emmanuel",MRI,M,CM,9700552.0,1802.0,,,,,,,,,,
"Aharon, Ofir",ISR,M,FM,2800683.0,2231.0,oachesspro,FM,2455.0,2466.0,2312.0,,,,,
"Aharonovich, Itamar",ISR,M,FM,2814501.0,2341.0,,,,,,,,,,
"Ahjum, Savannah",RSA,F,WCM,14320231.0,1622.0,,,,,,,,,,
Ahlam Rashed,UAE,F,WIM,9313338.0,1937.0,,,,,,,,,,
"Ahlander, Bjorn",SWE,M,IM,1700251.0,2382.0,,,,,,,,,,
"Ahmad, Abdul Khaliq",IRQ,M,FM,4800443.0,2222.0,,,,,,,,,,
"Ahmad, Al Khatib",JOR,M,GM,8103178.0,2190.0,,,,,,,,,,
"Ahmad, Khagan",AZE,M,IM,13431552.0,2458.0,hakanazeri2,IM,2988.0,2532.0,2961.0,,,,,
"Ahmadinia, Ebrahim",IRI,M,IM,12501891.0,2401.0,karospr,IM,2511.0,,2653.0,,,,,
"Ahmadli, Mehriban",AZE,F,WCM,13451502.0,1780.0,,,,,,,,,,
"Ahmadzada, Ahmad",AZE,M,GM,13413007.0,2523.0,ahmadzada13,IM,2816.0,2338.0,2950.0,,,,,
Ahmed Hassan,SUD,M,FM,12200590.0,2227.0,,,,,,,,,,
Ahmed Hassan Ahmed,SUD,M,CM,12201588.0,2017.0,,,,,,,,,,
"Ahmed Holi Ali, Moawia",SUD,M,CM,12200328.0,2064.0,holimax,CM,2222.0,1943.0,1744.0,,,,,
"Ahmed Mohamed, Zakaa",EGY,F,WCM,10699724.0,1914.0,,,,,,,,,,
"Ahmed, Ashraf",MDV,M,FM,16700031.0,1839.0,,,,,,,,,,
"Ahmed, Fareed",UAE,M,FM,9303677.0,2138.0,,,,,,,,,,
"Ahmed, Fuad",MDV,M,CM,16700023.0,1816.0,,,,,,,,,,
"Ahmed, Ishaq",UAE,M,FM,9301275.0,2127.0,,,,,,,,,,
"Ahmed, Jaza Jamal",IRQ,M,IM,4808509.0,2130.0,,,,,,,,,,
"Ahmed, Mahtabuddin",BAN,M,CM,10202021.0,2007.0,,,,,,,,,,
"Ahmed, Qutayba Yunis",IRQ,M,CM,4806204.0,1894.0,,,,,,,,,,
"Ahmed, Shafiq",BAN,M,CM,10201564.0,2101.0,,,,,,,,,,
"Ahmed, Sheikh Nasir",BAN,M,FM,10200525.0,2184.0,mr_nimzo,FM,2551.0,1969.0,2512.0,,,,,
"Ahmed, Walijah",BAN,F,WCM,2831193.0,1970.0,walijah27,WCM,2004.0,2015.0,1850.0,,,,,
"Ahmed-Zaid, Abdelnour",ALG,M,CM,7900112.0,2260.0,,,,,,,,,,
"Ahn, Hongjin",KOR,M,IM,13201492.0,2304.0,,,,,,,,,,
"Ahn, Martin",BEL,M,FM,200972.0,2135.0,,,,,,,,,,
"Ahundov, Ruslan",TKM,M,FM,14000105.0,2405.0,chessclassroom64,FM,2144.0,2311.0,1669.0,,,,,
"Ahvenjarvi, Jani",FIN,M,FM,507571.0,2319.0,kiesari,FM,2521.0,2099.0,2261.0,,,,,
"Aiello, Paolo",ITA,M,CM,808261.0,2176.0,pomeziachess,CM,1906.0,2044.0,1645.0,,,,,
"Aigner, Michael",USA,M,CM,2017288.0,2005.0,fpawn,NM,2300.0,2388.0,2215.0,,,,,
"AIKHOJE, Odion",NGR,M,IM,8500240.0,2257.0,,,,,,,,,,
"Airando, Martin",ARG,M,FM,108847.0,2190.0,,,,,,,,,,
"Airapetian, Chouchanik",USA,F,WFM,2020564.0,1894.0,coachchouchan,WFM,2051.0,2105.0,953.0,,,,,
"Airapetian, Gor",RUS,M,IM,4177916.0,2418.0,mrgorik,IM,2819.0,2454.0,2600.0,,,,,
"Airapetian, Tatevik",RUS,F,WIM,4177924.0,2201.0,,,,,,,,,,
Aishath Iva Hassan,MDV,F,WCM,16701127.0,1583.0,subtlemoves,WCM,1618.0,1567.0,1479.0,,,,,
Aishwin Daniel,IND,M,CM,25037714.0,2206.0,silentknight1410,CM,2371.0,2236.0,2031.0,,,,,
"Aitbayev, Aslan",KAZ,M,IM,13704613.0,2388.0,eugenerougon,IM,2798.0,2154.0,2848.0,Eugenerougon,IM,2787.0,2243.0,2853.0
"Aithmidou, Mohamed-Mehdi",MAR,M,FM,9000720.0,2257.0,sherlock00007,FM,2188.0,,,,,,,
"Aiupova, Evgenia",RUS,F,WFM,4183762.0,2121.0,,,,,,,,,,
"Aivazian, Grigory",RUS,M,FM,24175137.0,2338.0,,,,,,,,,,
"Aizenberg, Benny",ISR,M,IM,2821125.0,2453.0,benny_aizenberg,IM,2621.0,2311.0,2375.0,,,,,
"Aizpurua, Patrick Emilio",PAN,M,FM,6600522.0,2313.0,,,,,,,,,,
"Ajavon, Anthony Obieni",GHA,M,CM,12600784.0,1924.0,gazaman_empire,CM,1983.0,2229.0,1900.0,,,,,
Ajay Karthikeyan,IND,M,IM,35011685.0,2355.0,skkeyan1309,IM,2783.0,2385.0,2679.0,ajay_karthikeyan,IM,2662.0,1743.0,2772.0
"Ajay Krishna, S",IND,M,IM,5096430.0,2354.0,,,,,,,,,,
Ajay Santhosh Parvathareddy,IND,M,FM,25998676.0,2482.0,brahmashira2010,FM,2734.0,2374.0,2385.0,,,,,
"Ajbali, Ghaleyah",KUW,F,WCM,10306579.0,1439.0,,,,,,,,,,
"Ajibowo, Olamide Patrick",NGR,M,FM,8500444.0,2050.0,,,,,,,,,,
"Ajith, M.P.",IND,M,CM,5029473.0,1668.0,,,,,,,,,,
"Ajrapetian, Gevorg",RUS,M,IM,4174232.0,2369.0,,,,,,,,,,
"Ajrapetjan, Yuriy",RUS,M,GM,14109069.0,2502.0,,,,,,,,,,
Akash G,IND,M,GM,5040299.0,2415.0,gakashchess,GM,2654.0,2407.0,2657.0,,,,,
"Akash Pc, Iyer",IND,M,IM,5006775.0,2380.0,,,,,,,,,,
"Akat, Elifnaz",TUR,F,WCM,34560556.0,1957.0,,,,,,,,,,
"Akatova, Ekaterina",RUS,F,WIM,4171985.0,2213.0,,,,,,,,,,
"Akbaev, Kazbek",RUS,M,GM,4131045.0,2465.0,,,,,,,,,,
"Akbari Gelvardi, Mohammad",IRI,M,FM,12513121.0,2275.0,surena_akbari_gelvardi,FM,2531.0,,2698.0,,,,,
"Akbarinia, Sayed Arash",IRI,M,FM,12501468.0,2372.0,,,,,,,,,,
"Akbas, Umut Ata",TUR,M,IM,44572646.0,2426.0,umutataakbas,IM,3000.0,2273.0,3000.0,,,,,
"Akdogan, Alperen",TUR,M,FM,6347363.0,2113.0,,,,,,,,,,
"Akesson, Joel",SWE,M,FM,1705040.0,2221.0,,,,,,,,,,
"Akesson, Ralf",SWE,M,GM,1700120.0,2326.0,ralf61,GM,2514.0,2440.0,,,,,,
"Akhayan, Ruben",BEL,M,FM,204439.0,2265.0,akhayan,FM,2416.0,786.0,,,,,,
"Akhilbay, Imangali",KAZ,M,FM,13734857.0,2372.0,1mbl4,FM,2704.0,2023.0,2314.0,,,,,
"Akhmedinov, Satbek",KAZ,M,IM,13714287.0,2372.0,nekotyanof,IM,2703.0,1863.0,2708.0,,,,,
"Akhmedzhanov, Kamil",RUS,M,FM,4126653.0,2045.0,,,,,,,,,,
"Akhmet, Suleyman",KAZ,M,CM,13752111.0,1934.0,,,,,,,,,,
"Akhmetov, Alexandr Ol.",RUS,M,FM,24132500.0,2311.0,,,,,,,,,,
"Akhmetov, Artiom",RUS,M,IM,4129890.0,2477.0,,,,,,,,,,
"Akhmetov, Ayan",KAZ,M,IM,13703706.0,2398.0,ayanakhmetov,IM,2716.0,1758.0,2553.0,,,,,
"Akhsharumova, Anna",USA,F,WGM,2000784.0,2310.0,,,,,,,,,,
"Akhundov, Teymuraz",AZE,M,FM,13410032.0,2310.0,,,,,,,,,,
"Akhvlediani, Irakli",GEO,M,IM,13601938.0,2436.0,,,,,,,,,,
"Akimov, Ivan",RUS,M,FM,4150228.0,2344.0,,,,,,,,,,
"AKINSEYE, Abiola Daniel",NGR,M,FM,8503010.0,2231.0,,,,,,,,,,
"AKINSEYE, Akinleye",NGR,M,CM,8504458.0,1878.0,akinov-akinseye,CM,1947.0,1838.0,2151.0,,,,,
"Akintola, Fola",NGR,M,IM,8500100.0,2248.0,,,,,,,,,,
Akintoye Deborah,NGR,F,WFM,8506345.0,1873.0,,,,,,,,,,
"Akkara, Omer",TUR,M,CM,26319802.0,2113.0,endgamemaster51,CM,2806.0,,2624.0,,,,,
"Akkozov, Berik",KAZ,M,IM,13704214.0,2361.0,,,,,,,,,,
"Aklanov, Fedor",RUS,M,FM,4167228.0,2311.0,,,,,,,,,,
"Akobian, Varuzhan",USA,M,GM,13300580.0,2552.0,gmakobianstl,GM,2964.0,2505.0,2743.0,,,,,
"Akopian, Ani",RUS,F,WFM,24117625.0,2150.0,,,,,,,,,,
"Akopian, Gagik",ARM,M,FM,13301292.0,2239.0,,,,,,,,,,
"Akopian, Vladimir",USA,M,GM,13300032.0,2582.0,,,,,,,,,,
"Akopov, Roman",ARM,M,FM,13300121.0,2175.0,,,,,,,,,,
"Akopyan, Harutyun",USA,M,FM,2012014.0,2240.0,,,,,,,,,,
"Akots, Gabor",HUN,M,FM,724521.0,2201.0,,,,,,,,,,
Akram Alhajaj,JOR,M,CM,8101400.0,1874.0,,,,,,,,,,
"Akrawi, Samir",IRQ,M,FM,4800230.0,2064.0,,,,,,,,,,
"Akselrod, Vladislav",RUS,M,IM,4130847.0,2392.0,vlad_akselrod,IM,1980.0,,2517.0,Prihlop,IM,2655.0,2508.0,2857.0
Akshat Sureka,IND,M,FM,25774492.0,2317.0,karmadared,FM,2474.0,,,,,,,
"Akshat, Khamparia",IND,M,IM,5016541.0,2290.0,,,,,,,,,,
Akshaya Sathi,IND,F,WCM,25130340.0,1980.0,chessdevotee26,WCM,2304.0,,2173.0,,,,,
"Akshayraj, Kore",IND,M,GM,5012414.0,2482.0,,,,,,,,,,
Akshit Kumar J,IND,M,CM,25097431.0,2074.0,grind2glory,CM,2348.0,,2315.0,,,,,
"Aksonova, Tetiana",UKR,F,WFM,14106086.0,2192.0,,,,,,,,,,
"Aktamova, Zilola",UZB,F,WCM,14210215.0,1958.0,,,,,,,,,,
"Akturk, Mustafa Deniz",TUR,M,CM,44557949.0,2207.0,mandakkadukka,CM,2355.0,2232.0,2368.0,,,,,
"Akylbekov, Nasyr",KGZ,M,FM,13800353.0,2239.0,,,,,,,,,,
"Al Afoo, Shaker",BRN,M,FM,11200081.0,2182.0,,,,,,,,,,
"Al Asmar, Remy",LBN,F,WCM,5319935.0,1750.0,remyalasmar,WCM,2123.0,2107.0,2113.0,,,,,
"Al Badani, Abdu",YEM,M,FM,9400176.0,2160.0,abdualbadani1973,FM,1944.0,2162.0,2177.0,,,,,
"Al Balushi, Mariya",OMA,F,WCM,22000330.0,1511.0,,,,,,,,,,
"Al Bulushi, Rawan",OMA,F,WCM,22007415.0,1539.0,,,,,,,,,,
"Al Busaidi, Hamood",OMA,M,CM,22006230.0,1996.0,hamood-albusaidi,CM,2157.0,2021.0,2462.0,,,,,
"Al Dhaffari, Salma",UAE,F,WFM,9305335.0,1611.0,,,,,,,,,,
"Al Ghafri, Alanoud",OMA,F,WCM,22000313.0,1465.0,,,,,,,,,,
"Al Harazy, Khalid",YEM,M,CM,9400141.0,2135.0,,,,,,,,,,
"Al Hosani, Omran",UAE,M,IM,9308733.0,2307.0,,,,,,,,,,
"Al Ibrahim, Abdulrahman",KUW,M,CM,10300503.0,1927.0,alebrahim,CM,2177.0,,,,,,,
"Al Kalbani, Wadima",UAE,F,WFM,9304541.0,1702.0,,,,,,,,,,
"Al Kaoury, Mahdi",LBN,M,CM,5302803.0,2024.0,,,,,,,,,,
"Al Kathiri, Mana",OMA,M,CM,22006648.0,1872.0,,,,,,,,,,
"Al Kathiri, Salim Said",OMA,M,CM,22000526.0,1773.0,,,,,,,,,,
"Al Khalqi, Ahmed",YEM,M,CM,9402233.0,1912.0,,,,,,,,,,
"Al Khateeb, Taher",KUW,M,CM,10300058.0,1974.0,,,,,,,,,,
"Al Maamari, Wafia Darwish",UAE,F,WFM,9305734.0,1953.0,,,,,,,,,,
"Al Maashani, Amer",OMA,M,FM,22000100.0,1989.0,,,,,,,,,,
"Al Mansouri, Moza",UAE,F,WFM,9304495.0,1702.0,,,,,,,,,,
"Al Mashikhi, Mohammed Alyan",OMA,M,CM,22000097.0,1908.0,,,,,,,,,,
"Al Mashikhi, Salim Aliyan",OMA,M,FM,22000046.0,1952.0,,,,,,,,,,
"Al Mutairi, Hassan S",KSA,M,CM,21500193.0,1877.0,,,,,,,,,,
"Al Nhier, Hamoud",KSA,M,FM,21500045.0,1960.0,,,,,,,,,,
"Al Qudaimi, Basheer",YEM,M,IM,9400346.0,2369.0,,,,,,,,,,
"Al Taher, Sultan Ali",UAE,M,FM,9301712.0,2329.0,,,,,,,,,,
"Al Tahir, Hisham",UAE,M,CM,9300635.0,2278.0,,,,,,,,,,
"Al Thebaiti, Ahmed M",KSA,M,CM,21502390.0,2008.0,pushdapawn,CM,2410.0,1975.0,2286.0,,,,,
"Al-Ali, Hussein Ali Hussein",IRQ,M,IM,4800192.0,2127.0,,,,,,,,,,
"AL-ALI, Sally Abbas Abdulzahra",IRQ,F,WFM,4804929.0,1957.0,,,,,,,,,,
"Al-Aqrabi, Saleh",YEM,M,CM,9400338.0,2083.0,,,,,,,,,,
"Al-Ashhab, Saamer",JOR,M,FM,8100101.0,2260.0,,,,,,,,,,
"Al-Aswadi, Mohammed",YEM,M,FM,9400435.0,1897.0,,,,,,,,,,
"Al-Atar, S Salim",IRQ,M,FM,4800028.0,2310.0,,,,,,,,,,
"AL-Bahadly, Amjad Ali Mohammed",IRQ,M,FM,4800427.0,2146.0,,,,,,,,,,
"Al-Bashayra, Yazan",JOR,M,FM,8103879.0,1905.0,,,,,,,,,,
"Al-Blooshi, Hamad Essa",UAE,M,CM,9314881.0,1951.0,,,,,,,,,,
"Al-Fayyadh, Yamama Asif Abdula",IRQ,F,WCM,4806700.0,1795.0,memaassif,WCM,1688.0,1578.0,1750.0,,,,,
"Al-Ghasra, Ali",BRN,M,CM,11200057.0,1964.0,,,,,,,,,,
"Al-Hadarani, Hatim",YEM,M,FM,9400273.0,2306.0,,,,,,,,,,
"Al-Hajiri, Bader",KUW,M,FM,10300163.0,1949.0,,,,,,,,,,
"Al-Halila, Ayman",YEM,M,IM,9400168.0,2138.0,,,,,,,,,,
"Al-Hammadi, Fatma",UAE,F,WFM,9301445.0,1866.0,,,,,,,,,,
"Al-Harmoudi, Mona",UAE,F,WIM,9301631.0,1802.0,,,,,,,,,,
"Al-Khalidi, Aisha Ali Ahmed",IRQ,F,WCM,4806042.0,1771.0,aishachess227,WCM,,397.0,,,,,,
"Al-Khateeb, Ahmed",SYR,M,IM,7600070.0,2306.0,,,,,,,,,,
"Al-Khattab, Ghassan M. Ali Ajmed",IRQ,M,FM,4800168.0,1940.0,,,,,,,,,,
"Al-Khelaifi, Aisha",QAT,F,WCM,12100625.0,1725.0,,,,,,,,,,
"Al-Khelaifi, Kholoud",QAT,F,WCM,12100145.0,1626.0,kholoudal-khelaifi,WCM,745.0,1159.0,1033.0,,,,,
"Al-Khelaifi, Salama",QAT,F,WFM,12100048.0,1840.0,,,,,,,,,,
"Al-khulaifi, Fatima",QAT,F,WFM,12100382.0,1749.0,,,,,,,,,,
"Al-Khulaifi, Ghada",QAT,F,WCM,12100633.0,1678.0,,,,,,,,,,
"Al-Kuwari, Hamad",QAT,M,CM,12102679.0,1746.0,,,,,,,,,,
"Al-Maghbali, Shama",UAE,F,WCM,9307001.0,1734.0,,,,,,,,,,
"Al-marzouqi, Abdulla M",UAE,M,CM,9303219.0,1897.0,,,,,,,,,,
"Al-Mudahka, Mohd",QAT,M,GM,12100030.0,2542.0,al-mudahka,GM,2674.0,2523.0,2760.0,,,,,
"Al-Omari, Dalya",IRQ,F,WCM,4801113.0,2056.0,,,,,,,,,,
"Al-Qazzaz, Rabeea Qasim Mohammed",IRQ,M,CM,4800745.0,2236.0,,,,,,,,,,
"Al-Rajab, Maha Layth Ismael",IRQ,F,WCM,4803132.0,1846.0,,,,,,,,,,
"Al-Rufaye, Iman Hasan Mohammed",IRQ,F,WIM,4801067.0,2002.0,,,,,,,,,,
"Al-Rufei, Ahmed H.",IRQ,M,CM,4801075.0,2220.0,,,,,,,,,,
"Al-Saadi, Jumaa A.Gatea",IRQ,M,FM,4800087.0,2077.0,,,,,,,,,,
"Al-Saffar, Araz Basim Mohammed S",IRQ,M,IM,4801040.0,2383.0,,,,,,,,,,
"Al-Sahlanee, Hayder A. Jaafar",IRQ,M,FM,4800605.0,2138.0,,,,,,,,,,
"Al-Sayed, Mohammed",QAT,M,GM,12100196.0,2484.0,,,,,,,,,,
"Al-Sulaiti, Ghanem",QAT,M,FM,12100358.0,2177.0,,,,,,,,,,
"Al-Tamimi, Hamad",QAT,M,FM,12100285.0,2231.0,,,,,,,,,,
"Al-Tarboush, Ward",NOR,M,FM,7601450.0,2224.0,lion-al-messi,FM,2740.0,2240.0,2648.0,,,,,
"Al-Zaabi, Sultan",UAE,M,CM,9307583.0,1999.0,,,,,,,,,,
"Al-Zarouni, Kholoud Essa",UAE,F,WIM,9301194.0,1877.0,,,,,,,,,,
"Al-Zaruoni, Fahad",UAE,M,CM,9300660.0,1800.0,,,,,,,,,,
"Al-Zendani, Zendan",YEM,M,IM,9400249.0,2266.0,,,,,,,,,,
"Alaa El Din, Yosra",EGY,F,WIM,10606610.0,1881.0,,,,,,,,,,
"Alaan, Vince",PHI,M,FM,5200202.0,2367.0,,,,,,,,,,
"Alabdaljader, Mohammed",KUW,M,CM,10304290.0,1774.0,,,,,,,,,,
"Alabi, Omolola",NGR,F,WCM,8500312.0,2050.0,,,,,,,,,,
"Alachihin, Vladimir",RUS,M,FM,4195086.0,2322.0,ty3ob,FM,2361.0,,2516.0,,,,,
"Aladjova, Katrin",AUS,F,WFM,3201775.0,2115.0,,,,,,,,,,
"Alafoo, Zainab",BRN,F,WCM,11200723.0,1597.0,,,,,,,,,,
"Alaguzov, Maxat",KAZ,M,FM,13702939.0,2415.0,,,,,,,,,,
"Alahakoon, Isuru",SRI,M,FM,9900993.0,2012.0,isurualahakoon,FM,2617.0,2202.0,2027.0,,,,,
"Alaimo, Riccardo",ITA,M,CM,805378.0,2156.0,,,,,,Blueagle,CM,2194.0,2515.0,2302.0
"Alakhverdiev, Araz",GEO,M,FM,13610260.0,2008.0,paladin_ll,FM,2330.0,1272.0,1768.0,,,,,
"Alam, Shahzad",PAK,M,CM,7800347.0,1961.0,,,,,,,,,,
"Alanic, Mickael",FRA,M,FM,622290.0,2220.0,,,,,,,,,,
"Alaoui Belghiti, Chaimaa",MAR,F,WFM,9002375.0,1822.0,promotedpawn101,WFM,1447.0,1662.0,,,,,,
"Alarcia Astiz, Carlos",ESP,M,FM,2262479.0,2241.0,,,,,,,,,,
"Alarcon Bahamondez, Roberto Ignacio",CHI,M,FM,3408132.0,2318.0,pelusiansky,FM,2482.0,1828.0,2659.0,,,,,
"Alarcon Casellas, Rolando",CUB,M,IM,3507610.0,2383.0,,,,,,,,,,
"Alarcon Morales, Alicia",MEX,F,WCM,5117569.0,1830.0,pervincaperiwinkle,WCM,1728.0,,1780.0,,,,,
"Alarcon Morales, Elvira",MEX,F,WIM,5117160.0,1966.0,,,,,,,,,,
"Alarcon Principe, Wilfredo Ruy",PER,M,CM,3800512.0,2229.0,,,,,,,,,,
"Alarcon Tirado, Cesar",ECU,M,FM,3600394.0,2209.0,,,,,,,,,,
"Alarcon, Pamela",NCA,F,WFM,6100694.0,1948.0,,,,,,,,,,
"Alashtar, Aasef",FRA,M,CM,7600607.0,2091.0,,,,,,,,,,
"Alattar, Ghayda M.",JOR,F,WIM,8101531.0,1896.0,,,,,,,,,,
"Alattar, Rakan",JOR,M,CM,8101248.0,2077.0,,,,,,,,,,
"Alava, Mikko",FIN,M,FM,500380.0,2195.0,drmikko,FM,1975.0,2129.0,2006.0,,,,,
"Alaverdyan, Gevorg",ARM,M,FM,13303058.0,2303.0,gevo1990,FM,2622.0,,2526.0,,,,,
"Alavi, Mahsa",IRI,F,WFM,42506123.0,1970.0,sonic-2025,WFM,2481.0,,2508.0,,,,,
"Alavi, Sayed Javad",IRI,M,IM,12500607.0,2446.0,sjam6687,IM,2770.0,2705.0,,,,,,
"Alavkin, Arseny",RUS,M,GM,4120612.0,2367.0,niktlt,GM,2579.0,2400.0,2568.0,,,,,
"Alawadhi, Amenah",KUW,F,WCM,10301100.0,1569.0,amnaawadi,WCM,1383.0,1545.0,,,,,,
"Alawieh, Amine",FRA,M,FM,602485.0,2252.0,,,,,,,,,,
"Alaz, Ahmet Efekan",TUR,M,FM,6326005.0,2239.0,,,,,,,,,,
"Alazmi, Amani",KUW,F,WCM,10303553.0,1749.0,kuwaitigm,WCM,2214.0,2000.0,2281.0,,,,,
Albadri Sattar,IRQ,M,CM,10602348.0,2067.0,,,,,,,,,,
"Albano, Marco",ITA,M,FM,801178.0,2291.0,,,,,,,,,,
"ALbarbari ,Vin Kamal Jalal Adin",IRQ,F,WCM,4808436.0,1731.0,,,,,,,,,,
"ALBARBARI,KAREEN KAMAL JALALADIN",IRQ,F,WFM,4801776.0,1817.0,,,,,,,,,,
"Alber, Horst",GER,M,FM,4602013.0,2234.0,,,,,,,,,,
"Albers, Sasa",NED,M,FM,1068253.0,2314.0,,,,,,,,,,
"Albert, Joerg",GER,M,CM,24625744.0,2112.0,,,,,,,,,,
"Albert, Kornelia",HUN,F,WFM,705810.0,1964.0,,,,,,,,,,
"Albert, Marion",GER,F,WFM,4642279.0,2083.0,,,,,,,,,,
"Alberto, Manuel",ANG,M,FM,10100148.0,2068.0,,,,,,,,,,
"Albitar, Hani",SYR,M,FM,7600046.0,2266.0,,,,,,,,,,
"Albor Rebolledo, Andrea",COL,F,WFM,4443527.0,1757.0,,,,,,,,,,
"Alboredo, Julia",BRA,F,FM,2124807.0,2181.0,julinha97,FM,2538.0,2259.0,2492.0,,,,,
"Albores, Pablo",ARG,M,CM,105546.0,2220.0,redgrob,CM,2325.0,2220.0,2248.0,,,,,
"Albornoz Cabrera, Carlos Daniel",CUB,M,GM,3518736.0,2572.0,carlosalbornoz,GM,2819.0,2476.0,2870.0,Albornoz00,GM,2698.0,1500.0,3028.0
"Alburt, Lev",USA,M,GM,2000156.0,2539.0,,,,,,,,,,
"Albury, Noah",BAH,M,CM,10401130.0,1742.0,,,,,,,,,,
"Albzoor, Anwar",PLE,F,WFM,11500522.0,1761.0,,,,,,,,,,
"Alcala Gonzalez, Cesar",ESP,M,FM,24584878.0,2308.0,,,,,,,,,,
"Alcala Vitora, Wilfredo Enrique",VEN,M,CM,3905144.0,1939.0,,,,,,,,,,
"Alcantara, Levanah",FRA,F,WCM,652044459.0,1888.0,,,,,,,,,,
"Alcaraz Ortega, Javier",ESP,M,FM,2290073.0,2314.0,alcarazor,FM,2230.0,2346.0,2221.0,,,,,
"Alcazar Jimenez, Jesus Alberto",ESP,M,FM,2209756.0,2162.0,doublekk14,FM,2329.0,,2159.0,,,,,
"Alcazar Jimenez, Victor",ESP,M,IM,2222353.0,2350.0,,,,,,,,,,
"Alcivar Torres, Ingrid",ECU,F,WFM,3601560.0,2030.0,,,,,,,,,,
"Aldama Degurnay, Dionisio",MEX,M,IM,3500268.0,2356.0,,,,,,,,,,
Aldar Burentegsh,MGL,M,CM,4903552.0,2187.0,,,,,,,,,,
"Aldokhin, Ivan",RUS,M,IM,24115720.0,2413.0,aldokhinivan,IM,2673.0,2129.0,2635.0,,,,,
"Aldrete Lobo, Jorge",MEX,M,IM,5100062.0,2322.0,,,,,,,,,,
"Aldrovandi, Costantino",ITA,M,IM,805394.0,2196.0,,,,,,,,,,
"Aleferenko, Anton",RUS,M,FM,4129253.0,2300.0,,,,,,,,,,
"Alegre Leyva, Alejandro",CUB,M,FM,3518779.0,2218.0,,,,,,,,,,
"Alegre, Aldwin",PHI,M,FM,5273625.0,2370.0,,,,,,,,,,
"Alegria Cruz, Deborah",CUB,F,WFM,3517446.0,2107.0,,,,,,,,,,
"Alekhina, Natalia V",RUS,F,WGM,4108868.0,2211.0,,,,,,,,,,
"Aleksandrov, Aleksej",BLR,M,GM,13500139.0,2387.0,,,,,,,,,,
"Aleksandrov, Danila",FID,M,CM,4133650.0,2093.0,danilaalexandrov,CM,2565.0,2134.0,2366.0,,,,,
