player_username,trigger_game_id,trigger_timestamp,trigger_opponent_rating,trigger_moves,post_n,baseline_acpl,baseline_winrate,baseline_moves,post_acpl,post_winrate,post_moves,tilt_acpl,tilt_winrate,tilt_moves
AGmedina,cTgGgwDK,1721243494214,2400.0,24,3,31.2,0.55,34.55,20.666666666666668,1.0,42.333333333333336,-10.533333333333331,0.44999999999999996,7.7833333333333385
Alindsay,Xnx8iarG,1762634875260,2507.0,25,3,40.2,0.65,51.1,37.666666666666664,0.3333333333333333,59.666666666666664,-2.5333333333333385,-0.3166666666666667,8.566666666666663
Alindsay,9qUQpqyp,1762635657991,2304.0,48,3,40.2,0.65,51.1,38.666666666666664,0.6666666666666666,41.333333333333336,-1.5333333333333385,0.016666666666666607,-9.766666666666666
Alindsay,OuI9hbmA,1762636367190,2638.0,32,3,40.2,0.65,51.1,24.666666666666668,1.0,41.666666666666664,-15.533333333333335,0.35,-9.433333333333337
Alindsay,jacftYSf,1762637643765,2470.0,30,3,40.2,0.65,51.1,41.333333333333336,0.6666666666666666,61.333333333333336,1.1333333333333329,0.016666666666666607,10.233333333333334
Alindsay,HyH8M7FF,1762643423651,2478.0,42,2,40.2,0.65,51.1,36.0,1.0,51.5,-4.200000000000003,0.35,0.3999999999999986
Anchkaaaaa,oBzQpqWi,1761244347381,2601.0,45,3,29.157894736842106,0.8,39.8,24.0,0.6666666666666666,33.333333333333336,-5.157894736842106,-0.13333333333333341,-6.4666666666666615
Anchkaaaaa,3OFLfKW4,1761244760466,2694.0,37,3,29.157894736842106,0.8,39.8,28.666666666666668,0.6666666666666666,38.333333333333336,-0.49122807017543835,-0.13333333333333341,-1.4666666666666615
Anchkaaaaa,2gc6aDTH,1761245928956,1965.0,52,3,29.157894736842106,0.8,39.8,33.666666666666664,0.6666666666666666,46.333333333333336,4.508771929824558,-0.13333333333333341,6.5333333333333385
ArmQueen,ED7N5uOG,1655237079949,2445.0,39,3,60.25,0.4,41.6,79.0,0.6666666666666666,50.333333333333336,18.75,0.2666666666666666,8.733333333333334
ArmQueen,imFgSj4w,1660236110944,2445.0,46,3,60.25,0.4,41.6,64.33333333333333,1.0,45.333333333333336,4.083333333333329,0.6,3.7333333333333343
ArmQueen,hmRxuAC0,1734161413930,2345.0,30,3,60.25,0.4,41.6,56.666666666666664,0.3333333333333333,46.0,-3.5833333333333357,-0.06666666666666671,4.399999999999999
ArmQueen,C3fBBMNR,1765547572197,2159.0,17,3,60.25,0.4,41.6,52.0,0.3333333333333333,48.333333333333336,-8.25,-0.06666666666666671,6.733333333333334
ArmQueen,DIle3tBM,1765548603767,2174.0,71,3,60.25,0.4,41.6,58.666666666666664,0.3333333333333333,48.666666666666664,-1.5833333333333357,-0.06666666666666671,7.066666666666663
ArmQueen,zFAaMzvF,1765550785766,2422.0,29,1,60.25,0.4,41.6,25.0,0.0,46.0,-35.25,-0.4,4.399999999999999
Banzeus,5MXxkfwV,1700583619302,2472.0,16,3,38.578947368421055,0.5,37.75,42.666666666666664,1.0,48.666666666666664,4.087719298245609,0.5,10.916666666666664
Banzeus,Z3XaMP7H,1700587523247,2505.0,43,3,38.578947368421055,0.5,37.75,27.0,0.3333333333333333,37.666666666666664,-11.578947368421055,-0.16666666666666669,-0.0833333333333357
Banzeus,eNabo2jz,1700589081841,2387.0,30,3,38.578947368421055,0.5,37.75,36.333333333333336,0.3333333333333333,39.333333333333336,-2.245614035087719,-0.16666666666666669,1.5833333333333357
Banzeus,zSD6Wfu1,1700599190061,2315.0,37,3,38.578947368421055,0.5,37.75,51.5,0.6666666666666666,27.333333333333332,12.921052631578945,0.16666666666666663,-10.416666666666668
Briseyda,9ivKfWbF,1697771795408,2118.0,28,3,42.0,0.65,36.35,45.333333333333336,0.6666666666666666,53.0,3.3333333333333357,0.016666666666666607,16.65
Briseyda,WWWyTTEF,1731193168674,1993.0,44,3,42.0,0.65,36.35,31.333333333333332,0.6666666666666666,26.333333333333332,-10.666666666666668,0.016666666666666607,-10.01666666666667
Briseyda,Q2c6wT2Z,1731194143545,2209.0,20,3,42.0,0.65,36.35,45.0,0.6666666666666666,29.666666666666668,3.0,0.016666666666666607,-6.683333333333334
Catherine_Kaslan,nNfLHReT,1742957584965,2032.0,20,3,44.75,0.4,41.6,38.666666666666664,0.3333333333333333,37.666666666666664,-6.083333333333336,-0.06666666666666671,-3.933333333333337
Catherine_Kaslan,5c8d5tPQ,1749322996413,2518.0,29,3,44.75,0.4,41.6,25.666666666666668,0.3333333333333333,46.0,-19.083333333333332,-0.06666666666666671,4.399999999999999
Catherine_Kaslan,VAUn3QR7,1749323514627,2283.0,37,3,44.75,0.4,41.6,37.333333333333336,0.3333333333333333,32.666666666666664,-7.416666666666664,-0.06666666666666671,-8.933333333333337
Catherine_Kaslan,vBfXrlXi,1749324281608,2462.0,29,3,44.75,0.4,41.6,57.666666666666664,0.3333333333333333,32.666666666666664,12.916666666666664,-0.06666666666666671,-8.933333333333337
Catherine_Kaslan,d33accvc,1754770834586,2580.0,44,3,44.75,0.4,41.6,57.0,0.3333333333333333,36.0,12.25,-0.06666666666666671,-5.600000000000001
Catherine_Kaslan,RWAt3Evi,1754771058413,2394.0,20,3,44.75,0.4,41.6,33.0,0.3333333333333333,46.666666666666664,-11.75,-0.06666666666666671,5.066666666666663
Chesssplayer21,wf9NdF8k,1764967931224,2767.0,54,3,35.3,0.7,44.55,16.666666666666668,0.6666666666666666,41.666666666666664,-18.63333333333333,-0.033333333333333326,-2.883333333333333
CyrilMarcelin,4bQkTT4w,1759774735285,2659.0,48,3,24.05,0.7,42.55,16.666666666666668,0.6666666666666666,45.333333333333336,-7.383333333333333,-0.033333333333333326,2.7833333333333385
Dire_Promise,3aAeVMBu,1644922440903,2637.0,26,3,44.421052631578945,0.75,42.75,46.333333333333336,0.6666666666666666,48.666666666666664,1.9122807017543906,-0.08333333333333337,5.916666666666664
Dire_Promise,VZQMjDZ4,1644923146706,2838.0,38,3,44.421052631578945,0.75,42.75,41.666666666666664,0.6666666666666666,60.333333333333336,-2.754385964912281,-0.08333333333333337,17.583333333333336
Dire_Promise,CWyg97Tg,1645192268627,2672.0,41,3,44.421052631578945,0.75,42.75,35.666666666666664,1.0,49.333333333333336,-8.75438596491228,0.25,6.583333333333336
Dire_Promise,v4y8SwOb,1699154611511,,10,1,44.421052631578945,0.75,42.75,71.0,1.0,60.0,26.578947368421055,0.25,17.25
Edogawayan,tYq7qnWQ,1720295711649,2392.0,37,3,32.5,0.7,39.05,26.0,0.6666666666666666,53.0,-6.5,-0.033333333333333326,13.950000000000003
Edogawayan,jr9wY8XM,1729440036747,2324.0,58,3,32.5,0.7,39.05,33.5,1.0,39.0,1.0,0.30000000000000004,-0.04999999999999716
