total_players,male_fide_only,female_fide_only,unknown_fide,male_after_inference,female_after_inference,still_unknown,male_pct,female_pct,unknown_pct
33713,18504,4833,10376,18716,4890,10107,55.515676445288165,14.504790436923443,29.979533117788392
