White,Black,White_Elo,Black_Elo,White_Sex,White_Sex_Source,Black_Sex,Black_Sex_Source,Result,ECO,Opening,Date,PlyCount,RatingDiff,File,Pairing
Miron161,El_Precisione,2408,2408,M,inferred,F,inferred,1-0,A21,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",2018.11.21,47,0,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
ARTSIN,El_Precisione,2365,2434,M,confirmed,F,inferred,1-0,B40,Sicilian Defense: Kramnik Variation,2018.11.21,79,-69,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
ali-sh,mi2497,2437,2467,M,inferred,F,inferred,0-1,D01,Richter-Veresov Attack,2018.11.23,58,-30,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Elda64,Rian1993,2602,2360,M,confirmed,F,inferred,1-0,A52,Budapest Defense,2018.11.23,87,242,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
balaverde,Rian1993,2429,2352,M,confirmed,F,inferred,1-0,A01,Nimzo-Larsen Attack,2018.11.23,91,77,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
alex_1094,evita2018,2427,2330,M,inferred,F,inferred,0-1,C00,French Defense: King's Indian Attack,2018.11.24,70,97,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
alex_1094,evita2018,2412,2346,M,inferred,F,inferred,0-1,D80,Grünfeld Defense: Stockholm Variation,2018.11.24,52,66,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
leomessi_23,ia2000,2582,2221,M,confirmed,F,inferred,1-0,A10,English Opening: Great Snake Variation,2018.11.24,135,361,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
SashaGelman,Genesis64,2454,2392,M,confirmed,F,inferred,1-0,D34,Tarrasch Defense: Classical Variation,2018.11.24,117,62,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
alex_1094,Rian1993,2406,2317,M,inferred,F,inferred,0-1,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",2018.11.24,70,89,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
www68,Rian1993,2406,2355,M,confirmed,F,inferred,0-1,B28,"Sicilian Defense: O'Kelly Variation, Yerevan System",2018.11.25,140,51,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
viachessmaster,Gro2019,2457,2320,M,confirmed,F,inferred,1-0,A04,Zukertort Opening: Slav Invitation,2018.11.26,93,137,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
FirstKnight,Maggy,2547,2533,M,confirmed,F,inferred,0-1,B91,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation",2018.11.26,78,14,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
shahin-robin1,Maggy,2280,2565,M,inferred,F,inferred,0-1,A09,Réti Opening,2018.11.26,80,-285,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
shahin-robin1,Maggy,2273,2573,M,inferred,F,inferred,1/2-1/2,A09,Réti Opening,2018.11.26,86,-300,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
FirstKnight,Andrea20,2596,2358,M,confirmed,F,inferred,1-0,B45,"Sicilian Defense: Four Knights Variation, Cobra Variation",2018.11.27,89,238,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2410,2285,M,inferred,F,inferred,1-0,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation",2018.11.27,61,125,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2539,2272,M,inferred,F,inferred,1-0,C02,"French Defense: Advance, Steinitz Variation",2018.11.27,71,267,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2545,2269,M,inferred,F,inferred,1-0,C03,French Defense: Tarrasch Variation,2018.11.27,125,276,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2584,2260,M,inferred,F,inferred,1-0,B12,"Caro-Kann Defense: Advance Variation, Tal Variation",2018.11.27,57,324,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2611,2253,M,inferred,F,inferred,1-0,B06,Modern Defense: Geller's System,2018.11.27,53,358,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2632,2247,M,inferred,F,inferred,1-0,B18,Caro-Kann Defense: Classical Variation,2018.11.27,47,385,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2607,2254,M,inferred,F,inferred,1-0,C42,Russian Game: Nimzowitsch Attack,2018.11.27,145,353,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Fabiano23,Valeria_fox06,2626,2248,M,inferred,F,inferred,1-0,A08,King's Indian Attack: French Variation,2018.11.27,169,378,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Ruediger1,Sema15,2501,2287,M,inferred,F,inferred,1-0,B02,Alekhine Defense: Sämisch Attack,2018.11.28,83,214,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Ruediger1,Sema15,2511,2271,M,inferred,F,inferred,1-0,B02,Alekhine Defense: Sämisch Attack,2018.11.28,53,240,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Vladislav_Matyunin,mlatb,2315,2401,M,inferred,F,confirmed,0-1,C67,"Ruy Lopez: Berlin Defense, l'Hermet Variation, Westerinen Line",2018.11.28,114,-86,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Vladislav_Matyunin,mlatb,2299,2416,M,inferred,F,confirmed,1-0,D10,Slav Defense: Exchange Variation,2018.11.28,45,-117,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
ali-sh,mlatb,2414,2403,M,inferred,F,confirmed,0-1,D01,Richter-Veresov Attack,2018.11.28,134,11,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
General-Disarray,su99,2350,2401,M,inferred,F,inferred,0-1,A00,Polish Opening: King's Indian Variation,2018.11.28,20,-51,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
www68,alfa66maik,2454,2274,M,confirmed,F,inferred,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation",2018.11.28,98,180,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
balaverde,lama17,2488,2302,M,confirmed,F,inferred,1-0,A01,Nimzo-Larsen Attack: English Variation,2018.11.28,124,186,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
Ernst_Gruenfeld,lama17,2704,2311,M,inferred,F,inferred,1/2-1/2,A40,Horwitz Defense,2018.11.29,8,393,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
BSambuev,su99,2478,2393,M,confirmed,F,inferred,0-1,E81,"King's Indian Defense: Sämisch Variation, Normal Defense",2018.11.29,34,85,lichess_elite_2018-11.pgn,Male vs Perceived Female (Inferred)
bibek_zhunussov,gila_main,2291,2544,M,confirmed,F,inferred,0-1,E06,Catalan Opening: Closed Variation,2018.12.03,74,-253,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
shahin-robin1,Julia_Bardera,2322,2546,M,inferred,F,inferred,0-1,B17,"Caro-Kann Defense: Karpov Variation, Modern Variation",2018.12.03,50,-224,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
harsh10000,su99,2227,2467,M,inferred,F,inferred,1-0,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation",2018.12.04,91,-240,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Asaf_Givon,Martha-MM,2447,2213,M,confirmed,F,inferred,1-0,B04,"Alekhine Defense: Modern Variation, Alburt Variation",2018.12.04,49,234,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
al_ef,Jyotsna-Swara,2250,2492,M,inferred,F,inferred,1/2-1/2,B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",2018.12.04,93,-242,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
enmQ,Julia_Bardera,2610,2568,M,confirmed,F,inferred,1-0,A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",2018.12.04,47,42,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
enmQ,Julia_Bardera,2629,2547,M,confirmed,F,inferred,1-0,E21,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",2018.12.04,53,82,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Sergey_Naboka,lama17,2521,2349,M,inferred,F,inferred,1-0,B01,Scandinavian Defense: Gubinsky-Melts Defense,2018.12.04,31,172,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
TricksOnlyNL,Julia_Bardera,2573,2566,M,confirmed,F,inferred,0-1,B13,Caro-Kann Defense: Exchange Variation,2018.12.05,46,7,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
ali_et,su99,2225,2436,M,inferred,F,inferred,0-1,A15,"English Opening: Anglo-Indian Defense, King's Indian Formation",2018.12.05,65,-211,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Andrejs21,the_kid91,2594,2214,M,confirmed,F,inferred,1-0,D06,"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",2018.12.05,89,380,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Andrejs21,the_kid91,2597,2212,M,confirmed,F,inferred,1-0,D15,Slav Defense: Chameleon Variation,2018.12.05,129,385,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
steva23,Maggy,2442,2471,M,confirmed,F,inferred,1-0,D10,Slav Defense #2,2018.12.06,79,-29,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
mwpchess,ia2000,2510,2228,M,confirmed,F,inferred,1-0,C00,French Defense: Chigorin Variation,2018.12.06,109,282,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Zivojin,Rian1993,2449,2387,M,inferred,F,inferred,1-0,A52,Budapest Defense,2018.12.06,93,62,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Miron161,terra87,2406,2329,M,inferred,F,inferred,1-0,D14,"Slav Defense: Exchange Variation, Symmetrical Line",2018.12.06,117,77,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Miron161,terra87,2425,2315,M,inferred,F,inferred,1-0,A19,"English Opening: Mikenas-Carls, Sicilian",2018.12.06,89,110,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
SashaGelman,lama17,2434,2338,M,confirmed,F,inferred,1-0,A13,English Opening: Agincourt Defense #3,2018.12.06,53,96,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Teddy85,su99,2280,2490,M,inferred,F,inferred,0-1,B30,Sicilian Defense: Old Sicilian,2018.12.07,84,-210,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
mwpchess,Shama_Og,2489,2319,M,confirmed,F,inferred,1-0,B20,Sicilian Defense,2018.12.07,97,170,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
CentrumSakkiskola,Rian1993,2473,2383,M,confirmed,F,inferred,1-0,A52,Budapest Defense: Rubinstein Variation,2018.12.09,141,90,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Evgeny005,su99,2235,2508,M,inferred,F,inferred,0-1,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",2018.12.09,58,-273,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Miguoel,Rian1993,2558,2309,M,inferred,F,inferred,1/2-1/2,A28,"English Opening: King's English Variation, Four Knights Variation, Quiet Line #3",2018.12.10,105,249,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Yakov25,MiRaClE_10,2408,2217,M,inferred,F,inferred,1/2-1/2,D15,Slav Defense: Three Knights Variation,2018.12.11,183,191,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
zmeeed,Andrea20,2328,2423,M,confirmed,F,inferred,1-0,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",2018.12.11,111,-95,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Eduard66,su99,2223,2544,M,inferred,F,inferred,0-1,A69,"Benoni Defense: Four Pawns Attack, Main Line",2018.12.12,25,-321,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Mike2005_2,su99,2224,2534,M,inferred,F,inferred,1-0,B25,"Sicilian Defense: Closed Variation, Traditional",2018.12.12,79,-310,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
elman1,su99,2253,2447,M,inferred,F,inferred,0-1,A45,Indian Game,2018.12.12,56,-194,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
shahin-robin1,The_Skinny_Panda,2382,2470,M,inferred,F,inferred,1/2-1/2,C08,"French Defense: Tarrasch Variation, Open System, Advance Line",2018.12.13,62,-88,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Zhigalko_Sergei,The_Skinny_Panda,2800,2529,M,confirmed,F,inferred,1-0,C02,"French Defense: Advance Variation, Main Line",2018.12.13,31,271,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Zhigalko_Sergei,The_Skinny_Panda,2809,2519,M,confirmed,F,inferred,0-1,C02,"French Defense: Advance Variation, Paulsen Attack",2018.12.13,86,290,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
www68,Lucia243,2455,2226,M,confirmed,F,inferred,1-0,B43,"Sicilian Defense: Kan Variation, Knight Variation",2018.12.13,99,229,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Dr_Livsy,The_Skinny_Panda,2497,2540,M,inferred,F,inferred,0-1,C01,French Defense: Exchange Variation,2018.12.14,86,-43,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
eragon11,The_Skinny_Panda,2419,2521,M,confirmed,F,inferred,1-0,C10,French Defense: Marshall Variation,2018.12.14,43,-102,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Amir_Arya,su99,2296,2421,M,inferred,F,inferred,1-0,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,2018.12.14,95,-125,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
aref1361,su99,2307,2400,M,inferred,F,inferred,1-0,E63,"King's Indian Defense: Fianchetto Variation, Panno Variation, Blockade Line",2018.12.14,97,-93,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Yakov25,mi2497,2432,2476,M,inferred,F,inferred,1-0,E69,"King's Indian Defense: Fianchetto Variation, Classical Main Line",2018.12.15,85,-44,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Emilis_P,Le5hrac,2522,2304,M,inferred,F,inferred,1-0,A17,"English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld",2018.12.16,55,218,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
shahin-robin1,The_Skinny_Panda,2405,2554,M,inferred,F,inferred,0-1,C10,French Defense: Marshall Variation,2018.12.16,38,-149,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
shahin-robin1,The_Skinny_Panda,2413,2543,M,inferred,F,inferred,0-1,C10,French Defense: Marshall Variation,2018.12.16,58,-130,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
shahin-robin1,The_Skinny_Panda,2400,2560,M,inferred,F,inferred,0-1,A13,"English Opening: Agincourt Defense, Catalan Defense",2018.12.16,64,-160,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
elman1,su99,2200,2418,M,inferred,F,inferred,0-1,A45,Indian Game,2018.12.16,82,-218,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Lolo159,mutdpro,2586,2701,M,inferred,F,confirmed,0-1,B29,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",2018.12.16,118,-115,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
roberto835877,arti17,2540,2202,M,confirmed,F,inferred,0-1,B42,"Sicilian Defense: Kan Variation, Modern Variation",2018.12.17,98,338,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
safahkarmoz,Billie_jean-zip,2510,2281,M,confirmed,F,inferred,1-0,E50,"Nimzo-Indian Defense: 4.e3 e8g8, 5.Nf3, without ...d5",2018.12.18,34,229,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
eddie1,merlin647,2403,2283,M,inferred,F,inferred,1-0,B48,"Sicilian Defense: Paulsen Variation, Bastrikov Variation",2018.12.18,91,120,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
www68,El_Jacko,2409,2403,M,confirmed,F,inferred,0-1,B00,Barnes Defense,2018.12.19,4,6,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
roberto835877,arti17,2543,2239,M,confirmed,F,inferred,1-0,B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",2018.12.19,73,304,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Viktor1326,Rian1993,2457,2323,M,inferred,F,inferred,0-1,B20,Sicilian Defense: Bowdler Attack,2018.12.19,128,134,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
roberto835877,lama17,2546,2292,M,confirmed,F,inferred,1-0,B32,Sicilian Defense: Godiva Variation,2018.12.19,81,254,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
SharkAnto55,Rian1993,2449,2307,M,confirmed,F,inferred,1-0,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",2018.12.20,111,142,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
suddenly_sad,Rian1993,2493,2302,M,confirmed,F,inferred,1-0,B10,Caro-Kann Defense #2,2018.12.20,83,191,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
roberto835877,mi2497,2513,2418,M,confirmed,F,inferred,1/2-1/2,B33,Sicilian Defense: Lasker-Pelikan Variation,2018.12.20,80,95,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
roberto835877,alfa66maik,2490,2273,M,confirmed,F,inferred,1-0,B42,"Sicilian Defense: Kan Variation, Modern Variation",2018.12.20,71,217,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
IljaSir,Sema15,2419,2315,M,confirmed,F,inferred,0-1,B05,"Alekhine Defense: Modern Variation, Main Line",2018.12.20,92,104,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
SharkAnto55,Zora287,2445,2393,M,confirmed,F,inferred,1-0,B96,Sicilian Defense: Najdorf Variation,2018.12.21,37,52,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
ald2,mi2497,2353,2436,M,confirmed,F,inferred,0-1,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",2018.12.21,26,-83,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Miguoel,lama17,2528,2296,M,inferred,F,inferred,1-0,A42,Modern Defense: Averbakh Variation,2018.12.21,41,232,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
LuC10,Zora287,2204,2414,M,inferred,F,inferred,1-0,A04,Zukertort Opening: Sicilian Invitation,2018.12.23,57,-210,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Miron161,Zora287,2320,2405,M,inferred,F,inferred,0-1,A54,Old Indian Defense: Two Knights Variation,2018.12.23,56,-85,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
JonathanCarlstedt,Zora287,2489,2386,M,confirmed,F,inferred,1-0,D90,Grünfeld Defense: Three Knights Variation,2018.12.24,39,103,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
JonathanCarlstedt,Zora287,2519,2371,M,confirmed,F,inferred,1-0,A20,English Opening: King's English Variation,2018.12.24,47,148,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
www68,lama17,2489,2310,M,confirmed,F,inferred,1-0,B32,Sicilian Defense: Godiva Variation,2018.12.25,70,179,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
www68,lama17,2490,2309,M,confirmed,F,inferred,1/2-1/2,B01,Scandinavian Defense,2018.12.25,143,181,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Viktor1326,El_Precisione,2377,2437,M,inferred,F,inferred,1/2-1/2,C30,"King's Gambit Declined, Miles Defense",2018.12.28,78,-60,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
www68,yana2013,2433,2240,M,confirmed,F,inferred,1-0,B88,"Sicilian Defense: Sozin Attack, Leonhardt Variation",2018.12.28,39,193,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Kvaidan,mila2010,2246,2427,M,confirmed,F,inferred,0-1,A00,Mieses Opening,2018.12.28,72,-181,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
ald2,mi2497,2365,2401,M,confirmed,F,inferred,0-1,E81,"King's Indian Defense: Sämisch Variation, Normal Defense",2018.12.29,90,-36,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Viktor1326,Tu23,2412,2205,M,inferred,F,inferred,1-0,B30,Sicilian Defense: Old Sicilian,2018.12.29,63,207,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Viktor1326,mared2,2434,2353,M,inferred,F,inferred,0-1,B30,Sicilian Defense: Old Sicilian,2018.12.29,106,81,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Elda64,lama17,2575,2315,M,confirmed,F,inferred,1-0,A04,Zukertort Opening: Kingside Fianchetto,2018.12.29,83,260,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2570,2415,M,confirmed,F,inferred,1-0,A11,English Opening: Caro-Kann Defensive System,2018.12.30,83,155,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2583,2401,M,confirmed,F,inferred,0-1,B23,Sicilian Defense: Closed Variation,2018.12.30,92,182,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2573,2412,M,confirmed,F,inferred,0-1,D15,"Slav Defense: Chameleon Variation, Advance System",2018.12.30,107,161,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2539,2407,M,confirmed,F,inferred,0-1,A00,Mieses Opening,2018.12.30,118,132,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2532,2414,M,confirmed,F,inferred,0-1,D16,Slav Defense: Soultanbeieff Variation,2018.12.30,74,118,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2501,2433,M,confirmed,F,inferred,1-0,B90,Sicilian Defense: Najdorf Variation,2018.12.30,103,68,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2497,2438,M,confirmed,F,inferred,1-0,A00,Van't Kruijs Opening,2018.12.30,55,59,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2514,2419,M,confirmed,F,inferred,0-1,B21,Sicilian Defense: Smith-Morra Gambit,2018.12.30,72,95,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
MilovanR,kira1110,2510,2424,M,confirmed,F,inferred,0-1,B50,Sicilian Defense,2018.12.30,128,86,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
BigAl1,Rian1993,2418,2311,M,confirmed,F,inferred,1-0,B24,Sicilian Defense: Closed #2,2018.12.30,105,107,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Andrei_Maksimenko,kara_1966,2401,2219,M,inferred,F,inferred,1-0,E41,Nimzo-Indian Defense: Hübner Variation,2018.12.30,57,182,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Zubrrr,Zora287,2638,2372,M,confirmed,F,inferred,1-0,A20,English Opening: King's English Variation,2018.12.31,59,266,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
Zubrrr,Zora287,2648,2364,M,confirmed,F,inferred,1-0,E60,"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto",2018.12.31,63,284,lichess_elite_2018-12.pgn,Male vs Perceived Female (Inferred)
SharkAnto55,Zora287,2482,2386,M,confirmed,F,inferred,0-1,D85,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation",2019.01.01,82,96,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
SharkAnto55,Zora287,2456,2413,M,confirmed,F,inferred,0-1,C49,"Four Knights Game: Spanish Variation, Symmetrical Variation #3",2019.01.01,89,43,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
legend2014,su99,2297,2434,M,confirmed,F,inferred,1-0,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,2019.01.01,101,-137,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
ViktorN,su99,2314,2432,M,confirmed,F,inferred,1-0,E63,"King's Indian Defense: Fianchetto Variation, Panno Variation",2019.01.01,79,-118,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
legend2014,su99,2289,2409,M,confirmed,F,inferred,1/2-1/2,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,2019.01.01,137,-120,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
Kvaidan,mila2010,2200,2465,M,confirmed,F,inferred,1-0,D00,Queen's Pawn Game,2019.01.01,73,-265,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
balaverde,lama17,2408,2346,M,confirmed,F,inferred,0-1,A01,Nimzo-Larsen Attack: English Variation,2019.01.01,42,62,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
AlexTriapishko,Zora287,2635,2504,M,confirmed,F,inferred,1-0,B54,Sicilian Defense: Prins Variation,2019.01.02,39,131,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
AlexTriapishko,Zora287,2625,2512,M,confirmed,F,inferred,1-0,A45,Trompowsky Attack,2019.01.02,83,113,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
AlexTriapishko,Zora287,2643,2497,M,confirmed,F,inferred,1-0,A45,Indian Game,2019.01.02,11,146,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
LuC10,Zora287,2310,2473,M,inferred,F,inferred,0-1,A04,Zukertort Opening: Sicilian Invitation,2019.01.02,74,-163,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
Mops2_2004,Zora287,2369,2438,M,confirmed,F,inferred,0-1,A04,Zukertort Opening: Queen's Gambit Invitation,2019.01.02,78,-69,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
www68,El_Carimo,2438,2236,M,confirmed,F,inferred,0-1,B90,"Sicilian Defense: Najdorf, Lipnitsky Attack",2019.01.02,64,202,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
MilovanR,Zora287,2456,2461,M,confirmed,F,inferred,1-0,B23,Sicilian Defense: Closed Variation,2019.01.03,59,-5,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
MilovanR,Zora287,2477,2439,M,confirmed,F,inferred,0-1,B91,"Sicilian Defense: Najdorf Variation, Zagreb (Fianchetto) Variation",2019.01.03,122,38,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
MilovanR,Zora287,2475,2441,M,confirmed,F,inferred,1-0,D85,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation",2019.01.03,31,34,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
MilovanR,Zora287,2493,2422,M,confirmed,F,inferred,1-0,A40,Horwitz Defense,2019.01.03,57,71,lichess_elite_2019-01.pgn,Male vs Perceived Female (Inferred)
