White_Unified_Name,Black_Sex,PlyCount,RatingDiff,Opening,IsAggressive,White_Elo,RatingBin
ciptamaulana,F,188,-114,Unknown,False,2358.0,<-100
Doccy1,F,173,-150,Unknown,False,2509.0,<-100
prepudino,F,196,-124,Unknown,False,2370.0,<-100
bened7707,F,213,-100,Unknown,False,2347.0,<-100
Boydia,F,136,-108,Unknown,False,2431.0,<-100
iam74,F,64,-145,Unknown,False,2277.0,<-100
Biciclis,F,143,-173,Unknown,False,2274.0,<-100
Lolo159,F,215,-115,Unknown,False,2586.0,<-100
eltryitharder,F,208,-163,Unknown,False,2367.0,<-100
Muhammad-Adel,F,105,-125,Unknown,False,2298.0,<-100
AndresCasado17,F,310,-174,Unknown,False,2258.0,<-100
Kjetil_Lie80,F,179,-146,Unknown,False,2510.0,<-100
baltabai,F,141,-102,Unknown,False,2349.0,<-100
peaton,F,155,-105,Unknown,False,2314.0,<-100
pupilo29,F,135,-127,Unknown,False,2312.0,<-100
pepitoverdulero,F,145,-146,Unknown,False,2517.0,<-100
elpasha,F,63,-176,Unknown,False,2351.0,<-100
venadorecargado,F,218,-152,Unknown,False,2257.0,<-100
Miguoel,F,162,-170,Unknown,False,2502.0,<-100
Fightbro,F,283,-110,Unknown,False,2429.0,<-100
Julian Estrada,F,100,-145,Trompowsky Attack,True,,<-100
Agssga,F,227,-200,Unknown,False,2282.0,<-100
coventry,F,211,-316,Unknown,False,2218.0,<-100
Maulwurf54,F,144,-151,Unknown,False,2259.0,<-100
vizir7,F,139,-170,Unknown,False,2323.0,<-100
Puratactica,F,178,-393,Unknown,False,2202.0,<-100
NPezelj,F,139,-166,Unknown,False,2509.0,<-100
fnr89,F,190,-162,Unknown,False,2328.0,<-100
SindarovGM,F,254,-195,Unknown,False,2565.0,<-100
drunkster,F,144,-139,Unknown,False,2583.0,<-100
Manu94,F,117,-126,Unknown,False,2366.0,<-100
andro2,F,165,-150,Unknown,False,2339.0,<-100
sarawakchampion2020,F,189,-221,Unknown,False,2202.0,<-100
ParkRunner22,F,171,-115,Unknown,False,2356.0,<-100
maestro_coach,F,113,-173,Unknown,False,2298.0,<-100
EnriqueLlobell,F,211,-125,Unknown,False,2525.0,<-100
elrond,F,121,-169,Unknown,False,2316.0,<-100
The_Fox_Agent,F,146,-181,Unknown,False,2283.0,<-100
captoprill,F,139,-106,Unknown,False,2306.0,<-100
Elsayoda,F,191,-144,Unknown,False,2339.0,<-100
miguelsimoes,F,219,-130,Unknown,False,2319.0,<-100
Transversalwelle,F,248,-143,Unknown,False,2274.0,<-100
Jepetto,F,77,-103,Unknown,False,2677.0,<-100
Vnebo,F,130,-160,Unknown,False,2515.0,<-100
ChrisPaul3,F,169,-108,Unknown,False,2445.0,<-100
KemChuoi,F,294,-276,Unknown,False,2515.0,<-100
Warrior_of_Sparta,F,185,-116,Unknown,False,2611.0,<-100
MagicRabbit,F,117,-162,Unknown,False,2245.0,<-100
Jamiryo33,F,236,-159,Unknown,False,2511.0,<-100
TheDominant177,F,134,-195,Unknown,False,2248.0,<-100
Tanimuka,F,196,-131,Unknown,False,2286.0,<-100
pierrebl,F,107,-171,Unknown,False,2604.0,<-100
Solomon10,F,141,-127,Unknown,False,2273.0,<-100
Abu-Jafarr,F,148,-170,Unknown,False,2235.0,<-100
"Atanejhad, Sahebali",F,70,-213,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",False,,<-100
Mirac_K,F,171,-128,Unknown,False,2596.0,<-100
Jaimeesmaricon,F,148,-185,Unknown,False,2217.0,<-100
Chess___Player,F,296,-161,Unknown,False,2269.0,<-100
Bierblitz,F,239,-177,Unknown,False,2560.0,<-100
vanya5661,F,162,-138,Unknown,False,2310.0,<-100
SecretPlayer03,F,91,-124,Unknown,False,2316.0,<-100
Avalyan,F,217,-191,Unknown,False,2505.0,<-100
DanyManso,F,140,-145,Unknown,False,2274.0,<-100
jaoso78,F,157,-105,Unknown,False,2406.0,<-100
pottsime,F,175,-106,Unknown,False,2326.0,<-100
betoi31,F,352,-154,Unknown,False,2283.0,<-100
Yuri61,F,159,-256,Unknown,False,2291.0,<-100
zemogibax,F,222,-108,Unknown,False,2356.0,<-100
raulmaf,F,166,-158,Unknown,False,2266.0,<-100
T-Stevenson,F,185,-112,Unknown,False,2375.0,<-100
Ghtlehrb,F,185,-205,Unknown,False,2268.0,<-100
LeTrollClub,F,155,-103,Unknown,False,2407.0,<-100
inzeitnot,F,164,-148,Unknown,False,2272.0,<-100
AlexTheFat,F,148,-134,Unknown,False,2288.0,<-100
Safrin_torayaku,F,129,-118,Unknown,False,2284.0,<-100
SCEAU_A_KROTTE,F,163,-194,Unknown,False,2226.0,<-100
Titico2020,F,240,-131,Unknown,False,2284.0,<-100
PetarBosnjak,F,162,-223,Unknown,False,2567.0,<-100
Udemzo,F,207,-116,Unknown,False,2325.0,<-100
Federtiu,F,184,-104,Unknown,False,2595.0,<-100
esac01,F,213,-144,Unknown,False,2281.0,<-100
Belousov1996,F,190,-207,Unknown,False,2243.0,<-100
Abdisalimov,F,256,-163,Unknown,False,2578.0,<-100
Sitojumi,F,178,-108,Unknown,False,2618.0,<-100
ArchinskyPoetry,F,124,-180,Unknown,False,2326.0,<-100
NoSkillNeeded,F,134,-104,Unknown,False,2393.0,<-100
fmrini,F,171,-145,Unknown,False,2268.0,<-100
Rokou,F,238,-132,Unknown,False,2541.0,<-100
Freiheit,F,43,-112,Unknown,False,2360.0,<-100
abedinov,F,113,-113,Unknown,False,2322.0,<-100
LiVaEv,F,178,-168,Unknown,False,2362.0,<-100
purpledwarf,F,202,-180,Unknown,False,2560.0,<-100
Stalri,F,201,-125,Unknown,False,2323.0,<-100
kathiyitis,F,118,-114,Unknown,False,2376.0,<-100
reuental,F,176,-105,Unknown,False,2612.0,<-100
SoulAscension,F,124,-239,Unknown,False,2243.0,<-100
Colovei,F,172,-174,Unknown,False,2267.0,<-100
IBERMAN,F,120,-253,Unknown,False,2208.0,<-100
Niti11,F,174,-111,Unknown,False,2302.0,<-100
jack27121986,F,207,-146,Unknown,False,2335.0,<-100
Virusattack,F,187,-151,Unknown,False,2307.0,<-100
FM Ilja Semjonovs,F,98,-125,Dutch Defense,False,,<-100
s_sugiarto,F,170,-199,Unknown,False,2237.0,<-100
catalan-maestro,F,222,-119,Unknown,False,2635.0,<-100
K_E_L_Z,F,136,-141,Unknown,False,2349.0,<-100
renavacio90,F,122,-119,Unknown,False,2325.0,<-100
MrOlka,F,154,-129,Unknown,False,2662.0,<-100
beatles_21,F,226,-120,Unknown,False,2603.0,<-100
hermawan71,F,186,-107,Unknown,False,2351.0,<-100
DisbaLance_one,F,115,-118,Unknown,False,2321.0,<-100
freddybaer,F,163,-143,Unknown,False,2297.0,<-100
"Trifonov, Denis",F,88,-115,Queen's Pawn Game: Levitsky Attack,True,,<-100
Gannikus,F,102,-205,Unknown,False,2501.0,<-100
Ronnie_Sullivan,F,209,-113,Unknown,False,2374.0,<-100
sutulaja_sobaka,F,114,-146,Unknown,False,2604.0,<-100
phirigift,F,252,-178,Unknown,False,2256.0,<-100
iput_asmaraku,F,155,-157,Unknown,False,2266.0,<-100
soyleyende,F,186,-180,Unknown,False,2524.0,<-100
Achanich,F,171,-221,Unknown,False,2288.0,<-100
jozarov,F,148,-113,Unknown,False,2374.0,<-100
KingoFish,F,272,-106,Unknown,False,2310.0,<-100
Boliviar,F,169,-320,Unknown,False,2214.0,<-100
letsgoslampa,F,209,-131,Unknown,False,2420.0,<-100
AggressiveSpinach,F,125,-177,Unknown,False,2391.0,<-100
Olarov-crybaby,F,142,-203,Unknown,False,2239.0,<-100
zahiel,F,269,-288,Unknown,False,2263.0,<-100
Victor mendez,F,108,-131,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",False,,<-100
Sonata2,F,82,-160,Unknown,False,2243.0,<-100
Founoir,F,148,-176,Unknown,False,2290.0,<-100
El998,F,189,-208,Unknown,False,2326.0,<-100
holmanHC37,F,142,-141,Unknown,False,2346.0,<-100
duboka,F,100,-112,Unknown,False,2327.0,<-100
oo2pl,F,201,-214,Unknown,False,2237.0,<-100
zaratustra2018,F,203,-189,Unknown,False,2283.0,<-100
oldpatzer7,F,128,-103,Unknown,False,2451.0,<-100
Sigrud,F,128,-173,Unknown,False,2280.0,<-100
alanmaster,F,142,-104,Unknown,False,2311.0,<-100
Fun-C,F,96,-151,Unknown,False,2330.0,<-100
KidBomba,F,203,-158,Unknown,False,2263.0,<-100
Phonebooth,F,132,-243,Unknown,False,2201.0,<-100
V-ampire91,F,103,-119,Unknown,False,2298.0,<-100
MichaelScumacher,F,101,-119,Unknown,False,2305.0,<-100
Karpuff,F,152,-137,Unknown,False,2266.0,<-100
elpiadosotulon,F,206,-189,Unknown,False,2260.0,<-100
TheLightning2020,F,223,-224,Unknown,False,2218.0,<-100
Pranieth_KC,F,130,-314,Unknown,False,2208.0,<-100
knight1950,F,118,-165,Unknown,False,2276.0,<-100
Den78,F,170,-115,Unknown,False,2489.0,<-100
Jason64,F,90,-142,Unknown,False,2266.0,<-100
Maxikinder,F,202,-122,Unknown,False,2284.0,<-100
BBBower,F,118,-151,Unknown,False,2253.0,<-100
SchieberSpieler,F,135,-116,Unknown,False,2595.0,<-100
Pretender365,F,226,-100,Unknown,False,2340.0,<-100
kingstar70,F,156,-117,Unknown,False,2372.0,<-100
Iwant3000,F,260,-123,Unknown,False,2555.0,<-100
STEFAN1959,F,175,-103,Unknown,False,2316.0,<-100
FermanAlkan,F,147,-148,Unknown,False,2255.0,<-100
CuatroPrincesas,F,210,-187,Unknown,False,2247.0,<-100
Barmazyavka,F,207,-130,Unknown,False,2272.0,<-100
ywam,F,176,-173,Unknown,False,2247.0,<-100
victor325,F,200,-131,Unknown,False,2303.0,<-100
nest2016,F,178,-133,Unknown,False,2275.0,<-100
pushdapawns,F,287,-180,Unknown,False,2241.0,<-100
sardarmelli,F,168,-123,Unknown,False,2296.0,<-100
marcris,F,107,-159,Unknown,False,2256.0,<-100
onlygod,F,190,-131,Unknown,False,2331.0,<-100
kadirtoren13,F,201,-151,Unknown,False,2293.0,<-100
jitanu76,F,134,-206,Unknown,False,2608.0,<-100
Paff-Morris,F,89,-122,Unknown,False,2407.0,<-100
IvanDriz,F,216,-182,Unknown,False,2311.0,<-100
neri19,F,126,-150,Unknown,False,2270.0,<-100
lubitel50,F,182,-145,Unknown,False,2284.0,<-100
henryestrada,F,200,-110,Unknown,False,2343.0,<-100
papasi,F,261,-200,Unknown,False,2546.0,<-100
MORNAR1,F,173,-270,Unknown,False,2212.0,<-100
tohid2300,F,211,-145,Unknown,False,2270.0,<-100
jianini90,F,142,-156,Unknown,False,2408.0,<-100
Владимир Серебряков,F,96,-168,"Sicilian Defense: Closed Variation, Korchnoi Defense",True,,<-100
giuliob100,F,276,-102,Unknown,False,2331.0,<-100
imancheraghi83,F,139,-141,Unknown,False,2281.0,<-100
RobPeresian,F,207,-165,Unknown,False,2333.0,<-100
xarf,F,168,-189,Unknown,False,2215.0,<-100
Citruzzini,F,209,-183,Unknown,False,2286.0,<-100
Skuran,F,48,-173,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",True,,<-100
chessunju,F,229,-112,Unknown,False,2308.0,<-100
AMC68,F,254,-170,Unknown,False,2327.0,<-100
Neverhood,F,200,-114,Unknown,False,2579.0,<-100
Anton_Strunin,F,145,-166,Unknown,False,2280.0,<-100
Giglios,F,218,-143,Unknown,False,2361.0,<-100
julien211003,F,288,-188,Unknown,False,2261.0,<-100
Pions-Sakti,F,163,-174,Unknown,False,2236.0,<-100
Luckynumber89,F,185,-118,Unknown,False,2324.0,<-100
New_User2018,F,167,-138,Unknown,False,2290.0,<-100
davidboulay1979,F,145,-150,Unknown,False,2264.0,<-100
SpeckledBand,F,107,-133,Unknown,False,2377.0,<-100
Kovalchuk_i_Lyashko,F,126,-151,Unknown,False,2293.0,<-100
tornike_sanikidze,F,202,-107,Unknown,False,2650.0,<-100
dev-ai,F,197,-144,Unknown,False,2281.0,<-100
mirekkk14,F,189,-163,Unknown,False,2319.0,<-100
lourenzonapoleao,F,176,-145,Unknown,False,2343.0,<-100
Dalarisse,F,140,-283,Unknown,False,2247.0,<-100
ShahxaibKhan,F,68,-205,"French Defense: Tarrasch Variation, Modern System",False,,<-100
cubanito2002,F,103,-169,Unknown,False,2559.0,<-100
Schachinschac02,F,188,-121,Unknown,False,2550.0,<-100
Gui_Nogueira,F,164,-159,Unknown,False,2251.0,<-100
KLBennett,F,193,-188,Unknown,False,2221.0,<-100
Krabbe,F,160,-125,Unknown,False,2302.0,<-100
forshmakoff,F,185,-127,Unknown,False,2645.0,<-100
ataberktr26,F,128,-150,Unknown,False,2276.0,<-100
AndKul,F,289,-156,Unknown,False,2326.0,<-100
jhonssana,F,138,-171,Unknown,False,2286.0,<-100
Artamonov_Pavel,F,141,-122,Unknown,False,2363.0,<-100
DinossauroRex,F,270,-158,Unknown,False,2286.0,<-100
chargemax23,F,145,-163,Unknown,False,2509.0,<-100
a7serebrov,F,144,-164,Unknown,False,2280.0,<-100
Alexsur81,F,194,-120,Unknown,False,2666.0,<-100
Nikolaj_6,F,139,-146,Unknown,False,2469.0,<-100
agent__orange,F,84,-251,Unknown,False,2234.0,<-100
SiempreconDios,F,143,-150,Unknown,False,2266.0,<-100
VALPOL,F,220,-231,Unknown,False,2236.0,<-100
PushyDiscovery,F,219,-221,Unknown,False,2209.0,<-100
Killerkaz,F,183,-122,Unknown,False,2330.0,<-100
Hydropower,F,117,-160,Unknown,False,2302.0,<-100
Simplestrong,F,99,-264,Unknown,False,2201.0,<-100
Ericeira,F,249,-165,Unknown,False,2262.0,<-100
Tromboemboliagassosa,F,167,-160,Unknown,False,2281.0,<-100
MarkFriesen,F,194,-135,Unknown,False,2314.0,<-100
erfanmm,F,161,-134,Unknown,False,2306.0,<-100
obipikin,F,175,-163,Unknown,False,2241.0,<-100
joran2693,F,178,-178,Unknown,False,2227.0,<-100
q-zma,F,165,-170,Unknown,False,2353.0,<-100
kingsar,F,178,-168,Unknown,False,2305.0,<-100
coreal12,F,261,-176,Unknown,False,2248.0,<-100
Chuckovinho,F,205,-234,Unknown,False,2212.0,<-100
KramnikZero,F,233,-107,Unknown,False,2324.0,<-100
deankiller,F,136,-182,Unknown,False,2562.0,<-100
Rochitha,F,116,-189,Unknown,False,2305.0,<-100
chuscoruso,F,215,-122,Unknown,False,2321.0,<-100
eminencia,F,129,-220,Unknown,False,2227.0,<-100
mapisi,F,167,-126,Unknown,False,2398.0,<-100
alkhawaja111,F,135,-144,Unknown,False,2291.0,<-100
Mzpamungkas72,F,160,-141,Unknown,False,2294.0,<-100
l1nux,F,117,-149,Unknown,False,2330.0,<-100
ztfs,F,130,-120,Unknown,False,2324.0,<-100
PortilhoIM,F,116,-168,Unknown,False,2241.0,<-100
chrissyplaya,F,123,-128,Unknown,False,2284.0,<-100
alcolch,F,231,-132,Unknown,False,2352.0,<-100
woodserenity,F,256,-146,Unknown,False,2268.0,<-100
Sandstad,F,199,-103,Unknown,False,2330.0,<-100
gabrielyoung,F,257,-155,Unknown,False,2249.0,<-100
SerginhoNS,F,174,-275,Unknown,False,2324.0,<-100
Izard,F,149,-101,Unknown,False,2448.0,<-100
colin_ni,F,116,-174,Unknown,False,2228.0,<-100
bashkimi1984,F,178,-143,Unknown,False,2268.0,<-100
rrreiko,F,185,-132,Unknown,False,2329.0,<-100
elgalo,F,127,-228,Unknown,False,2242.0,<-100
Hoppaa,F,133,-170,Unknown,False,2303.0,<-100
Equisdex2,F,179,-114,Unknown,False,2332.0,<-100
Khaschess_95,F,198,-130,Unknown,False,2397.0,<-100
IHadAnEpiphany,F,91,-106,Unknown,False,2404.0,<-100
Lugovskoy_Maxim,F,125,-356,Unknown,False,2397.0,<-100
JackTheRipperSlash,F,106,-115,Unknown,False,2312.0,<-100
Fletov,F,95,-188,Unknown,False,2222.0,<-100
PawnStormerr,F,208,-151,Unknown,False,2308.0,<-100
chessfan9678,F,128,-274,Unknown,False,2247.0,<-100
Bostinovich,F,141,-249,Unknown,False,2327.0,<-100
NewConcept,F,233,-130,Unknown,False,2306.0,<-100
jaci3,F,126,-113,Unknown,False,2327.0,<-100
FRANKOBARO,F,163,-186,Unknown,False,2221.0,<-100
SOLID_8,F,69,-142,Unknown,False,2324.0,<-100
chessgod1999,F,119,-137,Unknown,False,2280.0,<-100
miskob,F,175,-240,Unknown,False,2208.0,<-100
GENOCIDERF9,F,121,-153,Unknown,False,2385.0,<-100
Blackwidowxxx,F,83,-171,Unknown,False,2352.0,<-100
MarkovChains9,F,145,-112,Unknown,False,2295.0,<-100
VafelLimon,F,113,-110,Unknown,False,2377.0,<-100
Fivezero,F,194,-227,Unknown,False,2292.0,<-100
will_of_kek,F,134,-116,Unknown,False,2319.0,<-100
Tatur,F,165,-172,Unknown,False,2390.0,<-100
lugoking,F,114,-144,Unknown,False,2321.0,<-100
PregoPremium,F,266,-124,Unknown,False,2326.0,<-100
Calculator123,F,155,-171,Unknown,False,2243.0,<-100
Sergey_Kasparov,F,262,-157,Unknown,False,2514.0,<-100
Smasher123,F,197,-114,Unknown,False,2319.0,<-100
Mikhail_Golubev,F,116,-105,Unknown,False,2339.0,<-100
VulgusMMXIX,F,148,-200,Unknown,False,2212.0,<-100
Voldemator,F,181,-168,Unknown,False,2247.0,<-100
electricgold,F,91,-115,Unknown,False,2386.0,<-100
BarneyWFIStinson,F,224,-129,Unknown,False,2478.0,<-100
Vihajaisestatulesta,F,129,-118,Unknown,False,2297.0,<-100
elsas,F,146,-213,Unknown,False,2328.0,<-100
nissou-ach,F,138,-200,Unknown,False,2260.0,<-100
linusj,F,157,-112,Unknown,False,2455.0,<-100
Mykota_Sergey,F,184,-121,Unknown,False,2312.0,<-100
vampirenergetik,F,185,-145,Unknown,False,2268.0,<-100
rainbowrising,F,170,-153,Unknown,False,2296.0,<-100
SatinButterfly,F,148,-136,Unknown,False,2566.0,<-100
dmisilver,F,105,-135,Unknown,False,2295.0,<-100
Grand_Batil,F,172,-148,Unknown,False,2285.0,<-100
sapayin,F,162,-160,Unknown,False,2254.0,<-100
Morfi_UM,F,190,-142,Unknown,False,2330.0,<-100
MrSOK,F,178,-102,Unknown,False,2506.0,<-100
MrWalker,F,108,-145,Unknown,False,2312.0,<-100
min2020,F,124,-145,Unknown,False,2307.0,<-100
xmodey,F,165,-138,Unknown,False,2294.0,<-100
Kabila,F,129,-102,Unknown,False,2416.0,<-100
frenchforever,F,103,-216,Unknown,False,2241.0,<-100
slamdunk4,F,213,-141,Unknown,False,2317.0,<-100
Robinson Pérez,F,38,-152,Zukertort Opening: Dutch Variation,False,,<-100
Aciboba,F,118,-109,Unknown,False,2673.0,<-100
RJF72,F,150,-172,Unknown,False,2228.0,<-100
maksim2103,F,108,-163,Unknown,False,2294.0,<-100
manu_ginobili,F,269,-107,Unknown,False,2336.0,<-100
petrut1970,F,212,-118,Unknown,False,2371.0,<-100
burpcow,F,119,-104,Unknown,False,2347.0,<-100
michamib,F,178,-217,Unknown,False,2275.0,<-100
Kairatkost,F,186,-205,Unknown,False,2217.0,<-100
ome87,F,43,-134,Unknown,False,2267.0,<-100
latief,F,76,-170,Unknown,False,2276.0,<-100
kuba12345,F,286,-145,Unknown,False,2573.0,<-100
Donnerhall,F,151,-200,Unknown,False,2567.0,<-100
ClashRoyale,F,167,-108,Unknown,False,2429.0,<-100
Abundance-of-pieces,F,137,-182,Unknown,False,2268.0,<-100
GambitoVolga,F,127,-151,Unknown,False,2269.0,<-100
J3ze,F,161,-165,Unknown,False,2242.0,<-100
computing1968,F,100,-240,Unknown,False,2297.0,<-100
Plovdiv33,F,220,-111,Unknown,False,2332.0,<-100
kikobedan,F,136,-202,Unknown,False,2232.0,<-100
Dingdongdilli,F,187,-182,Unknown,False,2280.0,<-100
ummmwhatever,F,122,-151,Unknown,False,2283.0,<-100
benzine2017,F,231,-163,Unknown,False,2315.0,<-100
Fide_GM_not_IM,F,210,-208,Unknown,False,2540.0,<-100
MonsieurPatate,F,132,-213,Unknown,False,2297.0,<-100
Hypnotized29,F,102,-162,Unknown,False,2552.0,<-100
Wupperstefan,F,181,-337,Unknown,False,2238.0,<-100
mbakkor,F,109,-128,Unknown,False,2307.0,<-100
imzchessacademy2020,F,110,-128,"Pterodactyl Defense: Eastern, Anhanguera",False,,<-100
navilx,F,150,-136,Unknown,False,2283.0,<-100
unknown-maestro,F,102,-186,Unknown,False,2501.0,<-100
NorthernBeserker,F,197,-107,Unknown,False,2304.0,<-100
bam_bam_po_gubam,F,198,-116,Unknown,False,2578.0,<-100
lesyca94,F,112,-116,Unknown,False,2372.0,<-100
panda92,F,175,-180,Unknown,False,2240.0,<-100
vadimchess__82,F,134,-174,Unknown,False,2237.0,<-100
michael81063,F,115,-129,Unknown,False,2383.0,<-100
psikanaliz,F,255,-126,Unknown,False,2317.0,<-100
UptownExpress,F,243,-133,Unknown,False,2303.0,<-100
Leon_Blanco,F,128,-153,Unknown,False,2291.0,<-100
Beboy,F,164,-115,Unknown,False,2341.0,<-100
ram77,F,159,-175,Unknown,False,2229.0,<-100
ATACKTOTAL,F,154,-140,Unknown,False,2281.0,<-100
Genialny_zolw,F,105,-109,Unknown,False,2372.0,<-100
bubulo,F,102,-185,Unknown,False,2334.0,<-100
Soroushramezani99,F,218,-138,Unknown,False,2275.0,<-100
Sanches11,F,156,-145,Unknown,False,2260.0,<-100
trustinvesting,F,188,-154,Unknown,False,2333.0,<-100
Nick_Litvinchuk,F,53,-102,Unknown,False,2306.0,<-100
Yucando_Vill,F,112,-140,Unknown,False,2288.0,<-100
sina_khajei,F,117,-110,Unknown,False,2294.0,<-100
Sharifullin-Rinat,F,205,-257,Unknown,False,2253.0,<-100
TheBroken-Rook,F,177,-184,Unknown,False,2236.0,<-100
VanGross,F,111,-134,Unknown,False,2340.0,<-100
Aronian1111,F,283,-179,Unknown,False,2279.0,<-100
ignatmatei-marius,F,253,-146,Unknown,False,2308.0,<-100
arti17,F,120,-117,Unknown,False,2297.0,<-100
liaqat321,F,215,-109,Unknown,False,2309.0,<-100
ThomasPrakash,F,181,-178,Unknown,False,2268.0,<-100
lidenbrook,F,254,-240,Unknown,False,2265.0,<-100
Nomen-Nescio,F,226,-116,Unknown,False,2319.0,<-100
"Wisniacki, Flavio",F,116,-316,Zukertort Opening: Queenside Fianchetto Variation,False,,<-100
AngelitoRT,F,262,-214,Unknown,False,2543.0,<-100
lightinghamad,F,198,-269,Unknown,False,2212.0,<-100
viswanathanAnand000,F,237,-111,Unknown,False,2574.0,<-100
BATRAZ599,F,232,-122,Unknown,False,2310.0,<-100
runittwice,F,150,-154,Unknown,False,2618.0,<-100
percygotic,F,229,-230,Unknown,False,2229.0,<-100
asargsyan,F,261,-128,Unknown,False,2355.0,<-100
Misha_Kopatych,F,163,-120,Unknown,False,2594.0,<-100
raggas,F,159,-137,Unknown,False,2319.0,<-100
ElGordito123,F,168,-133,Unknown,False,2277.0,<-100
EddSnow,F,243,-114,Unknown,False,2343.0,<-100
KCA-MPS88,F,118,-134,Unknown,False,2322.0,<-100
Aleksandr77777,F,69,-157,Unknown,False,2248.0,<-100
Niper13,F,105,-112,Unknown,False,2560.0,<-100
Lieches691,F,245,-144,Unknown,False,2344.0,<-100
Zlatin,F,121,-160,Unknown,False,2278.0,<-100
Wuerhosaurus_homheni,F,144,-172,Unknown,False,2327.0,<-100
KRASAVCHIK2002,F,181,-125,Unknown,False,2367.0,<-100
ALEXJR20,F,155,-158,Unknown,False,2272.0,<-100
Anyinsaman,F,145,-121,Unknown,False,2312.0,<-100
huha1,F,290,-127,Unknown,False,2441.0,<-100
Radjabov04,F,146,-134,Unknown,False,2277.0,<-100
Saparmyrat,F,229,-249,Unknown,False,2512.0,<-100
saywhen,F,186,-182,Unknown,False,2304.0,<-100
Anton_Streamer_2018,F,128,-113,Unknown,False,2322.0,<-100
Tulok58,F,110,-167,Unknown,False,2266.0,<-100
TheSchout,F,197,-114,Unknown,False,2376.0,<-100
BerlinRagnar,F,236,-100,Unknown,False,2351.0,<-100
extremo2,F,239,-107,Unknown,False,2513.0,<-100
theal72,F,186,-196,Unknown,False,2209.0,<-100
ThalliumChess,F,159,-395,Unknown,False,2335.0,<-100
millerMAXgambitBR,F,193,-199,Unknown,False,2211.0,<-100
vedmak-70,F,165,-135,Unknown,False,2367.0,<-100
Sodertalje,F,99,-180,Unknown,False,2554.0,<-100
Sensei82,F,140,-101,Unknown,False,2635.0,<-100
WhiteKing85,F,170,-129,Unknown,False,2322.0,<-100
stephan1970,F,217,-142,Unknown,False,2267.0,<-100
BashkimMa,F,131,-164,Unknown,False,2288.0,<-100
Ruediger1,F,156,-178,Unknown,False,2580.0,<-100
justotriana,F,89,-125,Unknown,False,2304.0,<-100
melksham,F,82,-103,Unknown,False,2375.0,<-100
Albomba4444,F,142,-122,Unknown,False,2476.0,<-100
ilabahmet,F,113,-146,Unknown,False,2264.0,<-100
boolah229,F,255,-118,Unknown,False,2307.0,<-100
Zack1395,F,148,-169,Unknown,False,2234.0,<-100
Renehp,F,102,-121,Unknown,False,2283.0,<-100
vovchik39,F,80,-151,Unknown,False,2301.0,<-100
Kostov_64,F,121,-119,Unknown,False,2353.0,<-100
Thiago2014,F,161,-179,Unknown,False,2226.0,<-100
FischerChess,F,136,-103,Unknown,False,2313.0,<-100
treningowekonto,F,130,-209,Unknown,False,2341.0,<-100
Evgeniy_Mamykin,F,120,-183,Unknown,False,2242.0,<-100
MagnusSeinFanboy,F,203,-161,Unknown,False,2470.0,<-100
monakoluyum,F,261,-100,Unknown,False,2337.0,<-100
King_Moaty,F,120,-164,Unknown,False,2329.0,<-100
Unknown96,F,244,-162,Unknown,False,2572.0,<-100
ASTR0-0N0-0-0M,F,218,-165,Unknown,False,2272.0,<-100
AiratAirat,F,141,-212,Unknown,False,2239.0,<-100
AndreyStarkon,F,161,-100,Unknown,False,2396.0,<-100
Soldier1712,F,175,-121,Unknown,False,2288.0,<-100
KM2200,F,190,-105,Unknown,False,2308.0,<-100
WnceslaoNorona,F,256,-154,Unknown,False,2254.0,<-100
slouuuurps,F,139,-149,Unknown,False,2530.0,<-100
josiur,F,187,-183,Unknown,False,2342.0,<-100
tarash2017,F,157,-165,Unknown,False,2235.0,<-100
slavynus,F,87,-136,Unknown,False,2301.0,<-100
Jumboland,F,139,-132,Unknown,False,2617.0,<-100
SP1200,F,99,-115,Unknown,False,2360.0,<-100
1.Nc3!? - 1... Nc6!?,M,62,-148,"Slav Defense: Exchange Variation, Symmetrical Line",False,,<-100
"Jaracz, Pawel",M,66,-218,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",True,,<-100
Vitor Ferreira,M,44,-149,Caro-Kann Defense: Exchange Variation,False,,<-100
ding fanboy,M,54,-126,Sodium Attack,True,,<-100
Yuriy_Ayrapetyan,M,60,-120,Old Indian Defense,False,,<-100
hectorluis2019,M,98,-152,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",False,,<-100
"Das, Sayantan",M,106,-370,"Sicilian Defense: Najdorf Variation, Opocensky Variation",True,,<-100
Luis Raygoza,M,108,-153,Sicilian Defense: Canal-Sokolsky Attack,True,,<-100
Aaron_Whitney,M,108,-220,Giuoco Piano,False,,<-100
"Beukema, Jasper",M,34,-206,Englund Gambit,True,,<-100
jkbk,M,54,-202,Old Benoni Defense,False,,<-100
"Posthuma, Joshua",M,50,-122,Indian Game,False,,<-100
Cristian Barros Rivadeneira,M,70,-142,"Ruy Lopez: Closed, 7...O-O",False,,<-100
Tomek Jaskółka,M,38,-197,Sicilian Defense: Najdorf Variation,True,,<-100
